Series Name,"Series Code","Country Name","Country Code","2016 [YR2016]"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Northern Mariana Islands","MNP",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Norway","NOR","428566105288.241"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Oman","OMN","81459281965.6456"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Pakistan","PAK","299994115109.889"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Palau","PLW","267982765.353832"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Panama","PAN","51576009806.0154"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Papua New Guinea","PNG","21626239888.9843"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Paraguay","PRY","36720320684.8856"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Peru","PER","189102637889.763"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Philippines","PHL","357904546284.733"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Poland","POL","480669582404.688"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Portugal","PRT","205925074667.336"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Puerto Rico","PRI","67145096440.2585"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Qatar","QAT","171351029461.957"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Romania","ROU","186378438775.471"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Russian Federation","RUS","1426946310645.5"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Rwanda","RWA","8656426409.07159"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Samoa","WSM","839309809.251015"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","San Marino","SMR",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Sao Tome and Principe","STP","289784780.557296"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Saudi Arabia","SAU","718618800152.416"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Senegal","SEN","19105759853.2535"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Serbia","SRB","40222278140.0982"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Seychelles","SYC","1479557109.59421"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Sierra Leone","SLE","4078172190.84394"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Singapore","SGP","298909777533.964"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Sint Maarten (Dutch part)","SXM","1348523898.8756"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Slovak Republic","SVK","91468840824.7636"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Slovenia","SVN","44991598427.5781"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Solomon Islands","SLB","1327720458.60414"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Somalia","SOM","7313827828.37444"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","South Africa","ZAF","336464353517.478"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","South Sudan","SSD",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Spain","ESP","1281502709575.1"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Sri Lanka","LKA","85336018547.2081"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","St. Kitts and Nevis","KNA","924579584.630431"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","St. Lucia","LCA","1705218107.05306"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","St. Martin (French part)","MAF",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","St. Vincent and the Grenadines","VCT","795651891.199381"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Sudan","SDN","47072397102.7486"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Suriname","SUR","3920681999.66077"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Eswatini","SWZ","3846289557.79827"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Sweden","SWE","539698028939.544"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Switzerland","CHE","697964613257.412"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Syrian Arab Republic","SYR","14481686879.3948"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Tajikistan","TJK","9656683965.39559"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Tanzania","TZA","50244433860.4284"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Thailand","THA","393271083168.625"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Timor-Leste","TLS","2133187581.75669"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Togo","TGO","6258874722.97928"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Tonga","TON","446084081.320999"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Trinidad and Tobago","TTO","24319311208.7136"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Tunisia","TUN","45269780061.5945"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Turkiye","TUR","898805271855.385"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Turkmenistan","TKM","38647183423.6521"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Turks and Caicos Islands","TCA","955760605.969245"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Tuvalu","TUV","59563672.5203933"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Uganda","UGA","31612983047.5886"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Ukraine","UKR","100779533554.926"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","United Arab Emirates","ARE","399842873697.11"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","United Kingdom","GBR","2818535543117.99"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","United States","USA","18433936457653.3"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Uruguay","URY","55711409359.9777"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Uzbekistan","UZB","88829120449.7676"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Vanuatu","VUT","787372330.811378"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Venezuela, RB","VEN",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Viet Nam","VNM","240485782014.193"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Virgin Islands (U.S.)","VIR",".."
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","West Bank and Gaza","PSE","17032319937.8168"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Yemen, Rep.","YEM","31072960597.0706"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Zambia","ZMB","22389749582.1368"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Zimbabwe","ZWE","17391112112.2629"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Afghanistan","AFG","560"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Albania","ALB","4320"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Algeria","DZA","4980"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","American Samoa","ASM",".."
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Andorra","AND",".."
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Angola","AGO","2550"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Antigua and Barbuda","ATG","14980"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Argentina","ARG","12220"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Armenia","ARM","3850"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Aruba","ABW","26200"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Australia","AUS","54140"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Austria","AUT","46240"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Azerbaijan","AZE","4790"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Bahamas, The","BHS","26920"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Bahrain","BHR","21850"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Bangladesh","BGD","1410"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Barbados","BRB","16400"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Belarus","BLR","5640"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Belgium","BEL","43400"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Belize","BLZ","5600"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Benin","BEN","1070"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Bermuda","BMU","103620"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Bhutan","BTN","2820"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Bolivia","BOL","2970"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Bosnia and Herzegovina","BIH","5060"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Botswana","BWA","5760"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Brazil","BRA","8890"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","British Virgin Islands","VGB",".."
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Brunei Darussalam","BRN","32690"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Bulgaria","BGR","7400"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Burkina Faso","BFA","660"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Burundi","BDI","250"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Cabo Verde","CPV","3280"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Cambodia","KHM","1160"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Cameroon","CMR","1450"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Canada","CAN","43900"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Cayman Islands","CYM","48480"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Central African Republic","CAF","380"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Chad","TCD","730"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Channel Islands","CHI",".."
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Chile","CHL","13440"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","China","CHN","8210"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Colombia","COL","6530"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Comoros","COM","1410"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Congo, Dem. Rep.","COD","450"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Congo, Rep.","COG","2280"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Costa Rica","CRI","11000"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Cote d'Ivoire","CIV","2020"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Croatia","HRV","12910"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Cuba","CUB","7480"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Curacao","CUW","18260"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Cyprus","CYP","24840"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Czechia","CZE","17670"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Denmark","DNK","58040"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Djibouti","DJI","2510"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Dominica","DMA","7410"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Dominican Republic","DOM","6780"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Ecuador","ECU","5780"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Egypt, Arab Rep.","EGY","3260"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","El Salvador","SLV","3570"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Equatorial Guinea","GNQ","7180"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Eritrea","ERI",".."
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Estonia","EST","18290"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Ethiopia","ETH","650"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Faroe Islands","FRO","57400"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Fiji","FJI","5010"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Finland","FIN","45530"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","France","FRA","39100"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","French Polynesia","PYF",".."
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Gabon","GAB","6810"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Gambia, The","GMB","580"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Georgia","GEO","4180"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Germany","DEU","44280"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Ghana","GHA","1750"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Gibraltar","GIB",".."
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Greece","GRC","18640"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Greenland","GRL",".."
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Grenada","GRD","7680"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Guam","GUM",".."
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Guatemala","GTM","3870"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Guinea","GIN","760"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Guinea-Bissau","GNB","670"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Guyana","GUY","5690"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Haiti","HTI","1370"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Honduras","HND","2080"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Hong Kong SAR, China","HKG","42970"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Hungary","HUN","13100"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Iceland","ISL","58720"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","India","IND","1680"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Indonesia","IDN","3400"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Iran, Islamic Rep.","IRN","5470"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Iraq","IRQ","5060"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Ireland","IRL","51740"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Isle of Man","IMN","78710"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Israel","ISR","36840"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Italy","ITA","31970"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Jamaica","JAM","4770"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Japan","JPN","38460"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Jordan","JOR","3830"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Kazakhstan","KAZ","8770"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Kenya","KEN","1500"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Kiribati","KIR","3000"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Korea, Dem. People's Rep.","PRK",".."
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Korea, Rep.","KOR","29330"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Kosovo","XKX","3930"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Kuwait","KWT","34540"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Kyrgyz Republic","KGZ","1110"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Lao PDR","LAO","2110"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Latvia","LVA","14800"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Lebanon","LBN","7750"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Lesotho","LSO","1230"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Liberia","LBR","620"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Libya","LBY","8100"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Liechtenstein","LIE",".."
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Lithuania","LTU","14890"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Luxembourg","LUX","73730"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Macao SAR, China","MAC","62300"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","North Macedonia","MKD","5440"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Madagascar","MDG","450"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Malawi","MWI","500"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Malaysia","MYS","9880"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Maldives","MDV","8530"
